lexicon,proportion
177,2.75607189238e-74
178,9.97529626274e-70
179,2.09708602422e-73
180,0.150636414073
181,0.0674932809397
182,0.0579395554806
183,0.123930749506
184,3.75495321241e-73
185,9.96745583544e-77
186,2.71425003539e-74
187,6.15933188658e-76
188,1.31847302212e-73
189,8.29014532685e-77
190,2.54649273702e-73
191,3.78692401252e-77
192,1.01109866555e-180
193,1.00950656441e-140
194,5.47641899665e-177
195,6.91603625136e-180
196,2.5322140584e-184
197,1.96606861294e-161
198,4.535668774e-196
199,1.99656296448e-180
200,3.59078039968e-199
201,2.56768826999e-157
202,4.57800548325e-196
203,4.51358028157e-181
204,8.83585035482e-181
205,8.98543671533e-152
206,6.0844437387e-172
207,1.79923709978e-182
208,5.89435442422e-177
209,4.77227820508e-162
210,3.91421791274e-188
211,2.00188423366e-179
212,1.37344362243e-178
213,9.49960840242e-168
214,4.52726613695e-187
215,1.5030742397e-182
216,4.77680027524e-217
217,1.85005637243e-211
218,3.1162071826e-217
219,3.78244572556e-199
220,6.50886030397e-188
221,1.93882895884e-169
222,1.37813705035e-196
223,2.7084544839e-181
224,2.79844524574e-179
225,6.03042357588e-159
226,5.47464571453e-172
227,2.06477896192e-181
228,4.06133665818e-252
229,6.70870945688e-241
230,3.5145346122e-253
231,3.54505327546e-214
232,1.03578118307e-197
233,1.39729758139e-168
234,3.71140133428e-182
235,2.16175178337e-182
236,1.00086438668e-54
237,2.62158476383e-64
238,1.3665957555e-62
239,2.02692320067e-140
240,1.27184739864e-114
241,3.99469790262e-117
242,8.2333589837e-117
243,8.54564066394e-163
244,2.24986590192e-78
245,7.55162173665e-82
246,1.3931624098e-81
247,3.16177422904e-123
248,1.48801513183e-120
249,2.68621957253e-122
250,8.66576366328e-123
251,1.27287585294e-165
252,4.44416129267e-179
253,2.57473514075e-178
254,1.4873711317e-179
255,6.94640689437e-192
